route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,54411100,53443586
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,54420000,53443574
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,54420004,53443659
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,54420007,53443694
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,54420100,53443572
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,54420104,53443581
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,54420107,53409907
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,54500000,53443205
450-7-0,450,0,Wonderland Station - Salem Depot,,3,54500003,53410185
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,54500005,53443453
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,54500100,53419658
450-7-1,450,1,Salem Depot - Wonderland Station,,3,54500103,53410168
450-9-1,450,1,Salem Depot - Lynn Bus Garage,,3,54500105,53443451
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,54510000,53444015
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,54510003,53444021
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,54510100,53444018
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd,Weekdays only,1,54510102,53444024
455-6-0,455,0,Wonderland Station - Salem Depot,Weekdays only,1,54550000,53443236
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,2,54550003,53409942
455-9-0,455,0,Lynn Bus Garage - Salem Depot,Weekday early mornings only,3,54550005,53443456
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,54550007,53410050
455-6-1,455,1,Salem Depot - Wonderland Station,Weekdays only,1,54550100,53443227
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,2,54550103,53409943
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,54550105,53443226
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,54550108,53403337
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,54550110,53410017
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,54560000,53444003
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,54560100,53443998
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,Weekdays only,1,55010000,53322645
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,Weekdays only,2,55010003,53322525
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,Weekdays only,1,55010100,53322519
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,Weekdays only,1,55010103,53322641
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,55040000,53322711
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,55040100,53322493
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,55050000,53322579
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,55050003,53322429
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,55050100,53322426
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,1,55050103,53322577
553-6-0,553,0,Newton Corner - Roberts,,1,55530000,53322776
553-6-1,553,1,Roberts - Newton Corner,,1,55530100,53322782
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,55540000,53322710
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,55540100,53322706
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,55560000,53322503
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,55560100,53322491
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,55580000,53322613
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,55580100,53322616
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,57120000,52727182
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,2,57120004,52727240
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,57120100,52727183
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,57120104,52727235
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,57130000,52727281
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,57130004,52727276
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,57130100,52727154
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,2,57130104,52727228
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,57140000,53531441
714-1-0,714,0,Hingham Depot - Pemberton Point via Hull Medical Center,Weekdays only,2,57140004,53531440
714-2-0,714,0,Hingham Depot - Pemberton Point via Washington Blvd,Weekdays only,2,57140006,53531457
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,57140100,53531451
714-1-1,714,1,Pemberton Point - Hingham Depot via Hull Medical Center,Weekday middays only,2,57140104,53531442
714-2-1,714,1,Pemberton Point - Hingham Depot via Washington Blvd,Weekdays only,2,57140106,53531443
716-_-0,716,0,Mattapan Station - Cobbs Corner,,1,57160000,53531408
716-_-1,716,1,Cobbs Corner - Mattapan Station,,1,57160100,53531403
Shuttle-AshmontBroadway-0-0,Shuttle-AshmontBroadway,0,Broadway - Ashmont,,4,60260099,52928242-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayAshBranch
Shuttle-AshmontBroadway-0-1,Shuttle-AshmontBroadway,1,Ashmont - Broadway,,4,60260199,52928247-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayAshBranch
Shuttle-BeverlyRockportExpress-0-0,Shuttle-BeverlyRockportExpress,0,Beverly - Rockport (Express),,4,60700099,CR-556186-155-BevRockFl221
Shuttle-BeverlyRockportExpress-0-1,Shuttle-BeverlyRockportExpress,1,Rockport - Beverly (Express),,4,60700199,CR-556170-106-BevRockFl22BX1
Shuttle-BeverlyRockportLocal-0-0,Shuttle-BeverlyRockportLocal,0,Beverly - Rockport (Local),,4,60705099,CR-556178-103-BevRockFl22BL1
Shuttle-BeverlyRockportLocal-0-1,Shuttle-BeverlyRockportLocal,1,Rockport - Beverly (Local),,4,60705199,CR-556170-106-BevRockFl22BL1
Shuttle-BraintreeJFK-0-0,Shuttle-BraintreeJFK,0,JFK/UMass - Braintree,,4,60940099,52928481-BraintreeJFK1
Shuttle-BraintreeJFK-0-1,Shuttle-BraintreeJFK,1,Braintree - JFK/UMass,,4,60940199,52928401-BraintreeJFK1
Shuttle-GovernmentCenterOrientHeightsLocal-0-0,Shuttle-GovernmentCenterOrientHeightsLocal,0,Orient Heights - Government Center (Local Shuttle),,4,61948099,53398109-20:45-GovernmentCenterOrientHeightsExpressGovernmentCenterOrientHeightsLocalGovernmentCenterOrientHeightsLocal
Shuttle-GovernmentCenterOrientHeightsLocal-0-1,Shuttle-GovernmentCenterOrientHeightsLocal,1,Government Center - Orient Heights (Local Shuttle),,4,61948199,53398108-20:45-GovernmentCenterOrientHeightsExpressGovernmentCenterOrientHeightsLocalGovernmentCenterOrientHeightsLocal
Shuttle-GovernmentCenterOrientHeightsExpress-0-0,Shuttle-GovernmentCenterOrientHeightsExpress,0,Orient Heights - Government Center (Express),,4,61949099,53398109-20:45-GovernmentCenterOrientHeightsExpressGovernmentCenterOrientHeightsLocal01
Shuttle-GovernmentCenterOrientHeightsExpress-0-1,Shuttle-GovernmentCenterOrientHeightsExpress,1,Government Center - Orient Heights (Express),,4,61949199,53398108-20:45-GovernmentCenterOrientHeightsExpressGovernmentCenterOrientHeightsLocal21
Shuttle-HaverhillReadingExpress-0-0,Shuttle-HaverhillReadingExpress,0,Reading - Haverhill (Express),,4,61973099,CR-566727-203-16:00-HavReadDynBX1
Shuttle-HaverhillReadingExpress-0-1,Shuttle-HaverhillReadingExpress,1,Haverhill - Reading (Express),,4,61973199,CR-566731-208-16:00-HavReadDynBX1
Shuttle-HaverhillReadingLocal-0-0,Shuttle-HaverhillReadingLocal,0,Reading - Haverhill (Local),,4,61974099,CR-566727-203-16:00-HavReadDynBL1
Shuttle-HaverhillReadingLocal-0-1,Shuttle-HaverhillReadingLocal,1,Haverhill - Reading (Local),,4,61974199,CR-566731-208-16:00-HavReadDynBL1
Shuttle-LynnSwampscott-0-0,Shuttle-LynnSwampscott,0,Lynn - Swampscott,,4,62053099,CR-NewburyportLynnShuttleFall-Weekday-0-05:08:00
Shuttle-LynnSwampscott-0-1,Shuttle-LynnSwampscott,1,Swampscott - Lynn,,4,62053199,CR-NewburyportLynnShuttleFall-Weekday-1-05:31:00
Shuttle-NewburyportSalemExpress-0-0,Shuttle-NewburyportSalemExpress,0,Salem - Newburyport (Express),,4,62075099,CR-566156-117-BevRockFl22NewbptRkptSlmFll22BXN1
Shuttle-NewburyportSalemExpress-0-1,Shuttle-NewburyportSalemExpress,1,Newburyport - Salem (Express),,4,62075199,CR-566143-100-BevRockFl22NewbptRkptSlmFll22BXN1
Shuttle-NewburyportSalemLocal-0-0,Shuttle-NewburyportSalemLocal,0,Salem - Newburyport (Local),,4,62076099,CR-566091-153-BevRockFl22NewbptRkptSlmFll22BLN1
Shuttle-NewburyportSalemLocal-0-1,Shuttle-NewburyportSalemLocal,1,Newburyport - Salem (Local),,4,62076199,CR-566166-124-BevRockFl22NewbptRkptSlmFll22BLN1
Shuttle-NewtonHighlandsRiverside-0-0,Shuttle-NewtonHighlandsRiverside,0,Newton Highlands - Riverside,,4,62100099,53128750-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
Shuttle-NewtonHighlandsRiverside-0-1,Shuttle-NewtonHighlandsRiverside,1,Riverside - Newton Highlands,,4,62100199,53128541-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
Shuttle-RockportSalemExpress-0-0,Shuttle-RockportSalemExpress,0,Salem - Rockport (Express),,4,62405099,CR-566156-117-BevRockFl22NewbptRkptSlmFll22BXR1
Shuttle-RockportSalemExpress-0-1,Shuttle-RockportSalemExpress,1,Rockport - Salem (Express),,4,62405199,CR-566143-100-BevRockFl22NewbptRkptSlmFll22BXR1
Shuttle-RockportSalemLocal-0-0,Shuttle-RockportSalemLocal,0,Salem - Rockport (Local),,4,62406099,CR-566147-103-BevRockFl22NewbptRkptSlmFll22BLR1
Shuttle-RockportSalemLocal-0-1,Shuttle-RockportSalemLocal,1,Rockport - Salem (Local),,4,62406199,CR-566143-100-BevRockFl22NewbptRkptSlmFll22BLR1
